Year,Day,Hour,Minutes,Status,Activity,Temp,Blocknumber,Latitude,Longitude,Altitude,Speed,Hdop,Num_of_sats,Fix_time,2D/3D
21,116,7,0,2,0,15,10,-32.509217,152.319468,0,0.8,10,38,3,
21,116,18,0,2,25,25,11,-32.582237,152.284703,3.4,1.3,5,66,3,
21,116,19,0,2,58,24,12,-32.606377,152.231908,2.3,1.2,6,38,3,
21,116,20,0,2,0,24,13,-32.509128,152.319417,0,0.8,9,38,3,
21,116,21,0,2,0,24,14,-32.509007,152.319544,0,0.8,9,38,3,
21,116,22,0,2,79,23,15,-32.604864,152.233713,3,1.4,7,38,3,
21,116,23,0,2,0,23,16,-32.509154,152.319417,0,0.9,9,38,3,
21,117,0,0,2,0,22,17,-32.50916,152.319366,0,0.8,10,38,3,
21,117,1,0,2,0,22,18,-32.509001,152.31929,0,1.7,6,38,3,
21,117,2,0,2,0,21,19,-32.509382,152.31929,0,0.9,8,38,3,
21,117,3,0,2,0,21,20,-32.509204,152.319569,0,0.9,8,37,3,
21,117,4,0,2,0,20,21,-32.509173,152.319417,0,1.1,7,40,3,
21,117,5,0,2,0,20,22,-32.509204,152.319315,0,0.8,10,38,3,
21,117,6,0,2,66,20,23,-32.607261,152.231475,0,1,8,38,3,
21,117,7,0,2,0,21,24,-32.592021,152.271911,0,0.8,10,38,3,
21,120,8,0,2,3,25,25,-32.660254,152.18341,0,1.3,6,73,3,
21,120,9,0,2,2,28,26,-32.661449,152.183105,0,1.4,5,48,3,
21,120,10,0,2,24,26,27,-32.669186,152.178858,0,1.4,5,38,3,
21,120,11,0,2,0,29,28,-32.669225,152.178756,0,1.1,6,64,3,
21,120,12,0,2,0,30,29,-32.669199,152.178654,0,1.4,7,38,3,
21,120,13,0,2,0,31,30,-32.66932,152.178782,0,1.4,6,38,3,
21,120,14,0,2,0,33,31,-32.669517,152.178502,0,1.4,6,38,3,
21,120,15,0,2,0,32,32,-32.669199,152.178782,0,1.2,7,38,3,
